PYNAM,PYCOMNAM,PYSPP,PYABBR,MODCAT,GENCAT,GenSci,GenCom,ANALCAT,AnalSci,AnalCom,COLLCAT,CollSci,Collcom
HIPPOCAMPUS SP,SEAHORSES,8.23E+14,HIPPSP,SDEM,FISH,FISH,FISH,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,HIPPSP,HIPPOCAMPUS SP,SEAHORSES
HIPPOCAMPUS ERECTUS,LINED SEAHORSE,8.23E+14,HIPERE,SDEM,FISH,FISH,FISH,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,HIPERE,HIPPOCAMPUS ERECTUS,LINED SEAHORSE
SYNGNATHUS SP,,8.23E+14,SYNGSP,LDEM,FISH,FISH,FISH,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,SYNGSP,SYNGNATHUS SP,
SYNGNATHUS FUSCUS,NORTHERN PIPEFISH,8.23E+14,SYNFUS,LDEM,FISH,FISH,FISH,SYNFA1,SYNGNATHIDAE,PIPEFISHES AND SEAHORSES,SYNFUS,SYNGNATHUS FUSCUS,NORTHERN PIPEFISH
LOPHIIDAE,GOOSEFISHES,8.23E+14,LOPFAM,LDEM,FISH,FISH,FISH,LOPFAM,LOPHIIDAE,GOOSEFISHES,LOPFAM,LOPHIIDAE,GOOSEFISHES
LOPHIUS AMERICANUS,GOOSEFISH,8.23E+14,LOPAME,LOPAME,FISH,FISH,FISH,LOPFAM,LOPHIIDAE,GOOSEFISHES,LOPAME,LOPHIUS AMERICANUS,GOOSEFISH
LOPHIUS AMERICANUS EGGS,GOOSEFISH EGG MASS,8.23E+14,LOPEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
ANTENNARIUS RADIOSUS,SINGLESPOT FROGFISH,8.23E+14,ANTRAD,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ANTRAD,ANTENNARIUS RADIOSUS,SINGLESPOT FROGFISH
CHLOROPHTHALMIDAE,GREENEYES,8.23E+14,CHLFAM,SDEM,FISH,FISH,FISH,CHLFAM,CHLOROPHTHALMIDAE,GREENEYES,CHLFAM,CHLOROPHTHALMIDAE,GREENEYES
CHLOROPHTHALMUS AGASSIZI,SHORTNOSE GREENEYE,8.23E+14,CHLAGA,SDEM,FISH,FISH,FISH,CHLFAM,CHLOROPHTHALMIDAE,GREENEYES,CHLAGA,CHLOROPHTHALMUS AGASSIZI,SHORTNOSE GREENEYE
MYCTOPHIDAE,LANTERNFISHES,8.23E+14,MYCFAM,SPEL,FISH,FISH,FISH,MYCFAM,MYCTOPHIDAE,LANTERNFISHES,MYCFAM,MYCTOPHIDAE,LANTERNFISHES
DIAPHUS EFFULGENS,,8.23E+14,DIAEFF,SPEL,FISH,FISH,FISH,MYCFAM,MYCTOPHIDAE,LANTERNFISHES,DIAEFF,DIAPHUS EFFUGENS,
GONOSTOMATIDAE,LIGHTFISHES,8.23E+14,GONFAM,LDEM,FISH,FISH,FISH,GONFAM,GONOSTOMATIDAE,LIGHTFISHES,GONFAM,GONOSTOMATIDAE,LIGHTFISHES
PARALEPIDAE,BARRACUDINAS,8.23E+14,PARFAM,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,PARFAM,PARALEPIDAE,BARRACUDINAS
SYNODONTIDAE,LIZARDFISHES,8.23E+14,SYNFA2,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,SYNFA2,SYNODONTIDAE,LIZARDFISHES
SYNODUS INTERMEDIUS,SAND DIVER,8.23E+14,SYNINT,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,SYNINT,SYNODUS INTERMEDIUS,SAND DIVER
TRACHINOCEPHALUS MYOPS,SNAKEFISH,8.23E+14,TRAMYO,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,TRAMYO,TRACHINOCEPHALUS MYOPS,SNAKEFISH
ALEPISAURIDAE,LANCETFISH,8.23E+14,ALEFA2,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ALEFA2,ALEPISAURIDAE,LANCETFISH
AKEOUSAURUS FEROX,LONGNOSE LANCETFISH,8.23E+14,ALEFER,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ALEFER,AKEOUSAURUS FEROX,LONGNOSE LANCETFISH
STOMIAS BOA,BOA DRAGONFISH,8.23E+14,STOBOA,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,STOBOA,STOMIAS BOA,BOA DRAGONFISH
CHAULIODUS SLOANI,VIPERFISH,8.23E+14,CHUSLO,LPEL,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,CHUSLO,CHAULIODUS SLOANI,VIPERFISH
PERCIFORMES,,8.23E+14,PERORD,OTHFIS,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,PERORD,PERCIFORMES,
ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH,8.23E+14,ASPMON,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ASPMON,ASPIDOPHOROIDES MONOPTERYGIUS,ALLIGATORFISH
AMMODYTIDAE,SAND LANCES,8.23E+14,AMMFAM,AMMFAM,FISH,FISH,FISH,AMMFAM,AMMODYTIDAE,SAND LANCES,AMMFAM,AMMODYTIDAE,SAND LANCES
AMMODYTES SP,SAND LANCES,8.23E+14,AMMOSP,AMMOSP,FISH,FISH,FISH,AMMFAM,AMMODYTIDAE,SAND LANCES,AMMOSP,AMMODYTES SP,SAND LANCES
AMMODYTES SP LARVAE,SAND LANCES LARVAE,8.23E+14,AMMLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
AMMODYTES DUBIUS,NORTHERN SAND LANCE,8.23E+14,AMMDUB,AMMDUB,FISH,FISH,FISH,AMMFAM,AMMODYTIDAE,SAND LANCES,AMMDUB,AMMODYTES DUBIUS,SAND LANCES
ANARHICHAS LUPUS,ATLANTIC WOLFFISH,8.23E+14,ANALUP,LDEM,FISH,FISH,FISH,ANAFAM,ANARHICHADIDAE,WOLFFISHES,ANALUP,ANARHICHAS LUPUS,ATLANTIC WOLFFISH
ATHERINIDAE,SILVERSIDES,8.23E+14,ATHFAM,SPEL,FISH,FISH,FISH,ATHFAM,ATHERINIDAE,SILVERSIDES,ATHFAM,ATHERINIDAE,SILVERSIDES
MENIDIA MENIDIA,ATLANTIC SILVERSIDE,8.23E+14,MENMEN,SPEL,FISH,FISH,FISH,ATHFAM,ATHERINIDAE,SILVERSIDES,MENMEN,MENIDIA MENIDIA,ATLANTIC SILVERSIDE
LOPHOLATILUS CHAMAELEONTICEPS,TILEFISH,8.23E+14,LOPCHA,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LOPCHA,LOPHOLATILUS CHAMAELEONTICEPS,TILEFISH
CARANGIDAE,JACKS,8.23E+14,CARFAM,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,CARFAM,CARANGIDAE,JACKS
CARANX SP,JACKS,8.23E+14,CARASP,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,CARASP,CARANX HIPPOS,CREVALLE JACK
CARANX CRYSOS,BLUE RUNNER,8.23E+14,CARCRY,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,CARCRY,CARANX CRYSOS,BLUE RUNNER
CARANX HIPPOS,CREVALLE JACK,8.23E+14,CARHIP,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,CARHIP,CARANX HIPPOS,CREVALLE JACK
DECAPTERUS PUNCTATUS,ROUND SCAD,8.23E+14,DECPUN,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,DECPUN,DECAPTERUS PUNCTATUS,ROUND SCAD
DECAPTERUS MACARELLUS,MACKEREL SCAD,8.23E+14,DECMAC,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,DECMAC,DECAPTERUS MACARELLUS,MACKEREL SCAD
SELENE VOMER,LOOKDOWN,8.23E+14,SELVOM,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,SELVOM,SELENE VOMER,LOOKDOWN
TRACHURUS LATHAMI,ROUGH SCAD,8.23E+14,TRALAT,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,TRALAT,TRACHURUS LATHAMI,ROUGH SCAD
NAUCRATES DUCTOR,PILOTFISH,8.23E+14,NAUDUC,LPEL,FISH,FISH,FISH,CARFAM,CARANGIDAE,JACKS,NAUDUC,NAUCRATES DUCTOR,PILOTFISH
COTTIDAE,SCULPINS,8.23E+14,COTFAM,SDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,COTFAM,COTTIDAE,SCULPINS
COTTIDAE EGGS,SCULPIN EGGS,8.23E+14,COTEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
COTTIDAE LARVAE,SCULPIN LARVAE,8.23E+14,COTLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL,8.23E+14,ARTESP,SDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,ARTESP,ARTEDIELLUS SP,HOOKEAR SCULPIN UNCL
ARTEDIELLUS UNCINATUS,ARCTIC HOOKEAR SCULPIN,8.23E+14,ARTUNC,SDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,ARTUNC,ARTEDIELLUS UNCINATUS,ARCTIC HOOKEAR SCULPIN
HEMITRIPTERUS AMERICANUS,SEA RAVEN,8.23E+14,HEMAME,LDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,HEMAME,HEMITRIPTERUS AMERICANUS,SEA RAVEN
HEMITRIPTERUS AMERICANUS EGGS,SEA RAVEN EGGS,8.23E+14,HEMEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
MYOXOCEPHALUS SP,,8.23E+14,MYOXSP,LDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,MYOXSP,MYOXOCEPHALUS SP,SCULPIN - GENUS
MYOXOCEPHALUS SP EGGS,,8.23E+14,MYOEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,MYOXOCEPHALUS SP EGGS,SCULPIN EGGS
MYOXOCEPHALUS AENAEUS,GRUBBY,8.23E+14,MYOAEN,LDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,MYOAEN,MYOXOCEPHALUS AENAEUS,GRUBBY
MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN,8.23E+14,MYOOCT,MYOOCT,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,MYOOCT,MYOXOCEPHALUS OCTODECEMSPINOSUS,LONGHORN SCULPIN
MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS,LONGHORN SCULPIN EGGS,8.23E+14,MYOOC1,FISEGG,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,MYOOCT,MYOXOCEPHALUS OCTODECEMSPINOSUS EGGS,LONGHORN SCULPIN
MYOXOCEPHALUS SCORPIUS,SHORTHORN SCULPIN,8.23E+14,MYOSCO,LDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,MYOSCO,MYOXOCEPHALUS SCORPIUS,SHORTHORN SCULPIN
TRIGLOPS MURRAYI,MOUSTACHE SCULPIN,8.23E+14,TRIMUR,SDEM,FISH,FISH,FISH,COTFAM,COTTIDAE,SCULPINS,TRIMUR,TRIGLOPS MURRAYI,MOUSTACHE SCULPIN
CRYPTACANTHODES MACULATUS,WRYMOUTH,8.23E+14,CRYMAC,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,CRYMAC,CRYPTACANTHODES MACULATUS,WRYMOUTH
CYCLOPTERIDAE,SNAILFISHES,8.23E+14,CYCFAM,LDEM,FISH,FISH,FISH,CYCFAM,CYCLOPTERIDAE,SNAILFISHES,CYCFAM,CYCLOPTERIDAE,SNAILFISHES
CYCLOPTERIDAE LARVAE,SNAILFISH LARVAE,8.23E+14,CYCLAR,FISLAR,FISH,FISH,FISH,FISLAR,FISH LARVAE,FISH LARVAE,FISLAR,FISH LARVAE,FISH LARVAE
CYCLOPTERUS LUMPUS,LUMPFISH,8.23E+14,CYCLUM,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,CYCLUM,CYCLOPTERUS LUMPUS,LUMPFISH
LIPARIS SP,SNAILFISH,8.23E+14,LIPASP,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LIPASP,LIPARIS SP,SNAILFISH
LIPARIS ATLANTICUS,ATLANTIC SEASNAIL,8.23E+14,LIPATL,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LIPATL,LIPARIS ATLANTICUS,ATLANTIC SEASNAIL
LIPARIS INQUILINUS,INQUILINE SNAILFISH,8.23E+14,LIPINQ,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LIPINQ,LIPARIS INQUILINUS,INQUILINE SNAILFISH
LABRIDAE,WRASSES,8.23E+14,LABFAM,LDEM,FISH,FISH,FISH,LABFAM,LABRIDAE,WRASSES,LABFAM,LABRIDAE,WRASSES
HEMIPTERONOTUS NOVACULA,PEARLY RAZORFISH,8.23E+14,HEMNOV,LDEM,FISH,FISH,FISH,LABFAM,LABRIDAE,WRASSES,HEMNOV,HEMIPERONOTUS NOVACULA,PEARLY RAZORFISH
TAUTOGA ONITIS,TAUTOG,8.23E+14,TAUONI,LDEM,FISH,FISH,FISH,LABFAM,LABRIDAE,WRASSES,TAUONI,TAUTOGA ONITIS,TAUTOG
TAUTOGOLABRUS ADSPERSUS,CUNNER,8.23E+14,TAUADS,LDEM,FISH,FISH,FISH,LABFAM,LABRIDAE,WRASSES,TAUADS,TAUTOGOLABRUS ADSPERSUS,CUNNER
LUTJANIDAE,SNAPPERS,8.23E+14,LUTFAM,LDEM,FISH,FISH,FISH,LUTFAM,LUTJANIDAE,SNAPPERS,LUTFAM,LUTJANIDAE,SNAPPERS
RHOMBOPLITES AURORUBENS,VERMILION SNAPPER,8.23E+14,RHOAUR,LDEM,FISH,FISH,FISH,LUTFAM,LUTJANIDAE,SNAPPERS,RHOAUR,RHOMBOPLITES AURORUBENS,VERMILION SNAPPER
MUGILIDAE,MULLETS,8.23E+14,MUGFAM,LPEL,FISH,FISH,FISH,MUGFAM,MUGILIDAE,MULLETS,MUGFAM,MUGILIDAE,MULLETS
MUGIL CUREMA,WHITE MULLET,8.23E+14,MUGCUR,LPEL,FISH,FISH,FISH,MUGFAM,MUGILIDAE,MULLETS,MUGCUR,MUGIL CUREMA,WHITE MULLET
OPHIDIIDAE,CUSK-EELS,8.23E+14,OPHFA2,LDEM,FISH,FISH,FISH,OPHFA2,OPHIDIIDAE,CUSK-EELS,OPHFA2,OPHIDIIDAE,CUSK-EELS
LEPOPHIDIUM PROFUNDORUM,FAWN CUSK-EEL,8.23E+14,LEPPRO,LDEM,FISH,FISH,FISH,OPHFA2,OPHIDIIDAE,CUSK-EELS,LEPPRO,LEPOPHIDIUM PROFUNDORUM,FAWN CUSK-EEL
OPHIDION MARGINATUM,STRIPED CUSK-EEL,8.23E+14,OPHMAR,LDEM,FISH,FISH,FISH,OPHFA2,OPHIDIIDAE,CUSK-EELS,OPHMAR,OPHIDION MARGINATUM,STRIPED CUSK-EEL
OPHIDION HOLBROOKI,BANK CUSK-EEL,8.23E+14,OPHHOL,LDEM,FISH,FISH,FISH,OPHFA2,OPHIDIIDAE,CUSK-EELS,OPHHOL,OPHIDION HOLBROOKI,BANK CUSK-EEL
OPHIDION GRAYI,BLOTCHED CUSK-EEL,8.23E+14,OPHGRA,LDEM,FISH,FISH,FISH,OPHFA2,OPHIDIIDAE,CUSK-EELS,OPHGRA,OPHIDION GRAYI,BLOTCHED CUSK-EEL
OTOPHIDIUM OMOSTIGMUM,POLKA-DOT CUSK-EEL,8.23E+14,OTOOMO,LDEM,FISH,FISH,FISH,OPHFA3,OPHIDIIDAE,CUSK-EELS,OTOOMO,OTOPHIDIUM OMOSTIGMUM,POLKA-DOT CUSK-EEL
PHOLIDAE,GUNNELS,8.23E+14,PHLFAM,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,PHLFAM,PHOLIDAE,GUNNELS
PHOLIS GUNNELLUS,ROCK GUNNEL,8.23E+14,PHOGUN,SDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,PHOGUN,PHOLIS GUNNELLUS,ROCK GUNNEL
ORTHOPRISTIS CHRYSOPTERA,PIGFISH,8.23E+14,ORTCHR,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ORTCHR,ORTHOPRISTIS CHRYSOPTERA,PIGFISH
POMATOMIDAE,BLUEFISHES,8.23E+14,POMFAM,LPEL,FISH,FISH,FISH,POMFAM,POMATOMIDAE,BLUEFISHES,POMFAM,POMATOMIDAE,BLUEFISHES
POMATOMUS SALTATRIX,BLUEFISH,8.23E+14,POMSAL,LPEL,FISH,FISH,FISH,POMFAM,POMATOMIDAE,BLUEFISHES,POMSAL,POMATOMUS SALTATRIX,BLUEFISH
SCARIDAE,PARROTFISHES,8.23E+14,SCAFAM,LDEM,FISH,FISH,FISH,SCAFAM,SCARIDAE,PARROTFISHES,SCAFAM,SCARIDAE,PARROTFISHES
NICHOLSINA USTA,EMERALD PARROTFISH,8.23E+14,NICUST,LDEM,FISH,FISH,FISH,SCAFAM,SCARIDAE,PARROTFISHES,SCAFAM,SCARIDAE,PARROTFISHES
SCIAENIDAE,DRUMS,8.23E+14,SCIFAM,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,SCIFAM,SCIAENIDAE,DRUMS
BAIRDIELLA CHRYSOURA,SILVER PERCH,8.23E+14,BAICHR,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,BAICHR,BAIRDIELLA CHRYSOURA,SILVER PERCH
CYNOSCION REGALIS,WEAKFISH,8.23E+14,CYNREG,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,CYNREG,CYNOSCION REGALIS,WEAKFISH
EQUETUS UMBROSUS,CUBBYU,8.23E+14,EQUUMB,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,EQUUMB,EQUETUS UMBROSUS,CUBBYU
LEIOSTOMUS XANTHURUS,SPOT,8.23E+14,LEIXAN,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,LEIXAN,LEIOSTOMUS XANTHURUS,SPOT
MENTICIRRHUS SP,KINGFISH U,8.23E+14,MENTSP,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,MENTSP,MENTICIRRHUS SP,KINGFISH U
MENTICIRRHUS SAXATILIS,NORTHERN KINGFISH,8.23E+14,MENSAX,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,MENSAX,MENTICIRRHUS SAXATILIS,NORTHERN KINGFISH
MICROPOGONIAS UNDULATUS,ATLANTIC CROAKER,8.23E+14,MICUND,LDEM,FISH,FISH,FISH,SCIFAM,SCIAENIDAE,DRUMS,MICUND,MICROPOGONIAS UNDULATUS,ATLANTIC CROAKER
SCOMBRIDAE,MACKERELS,8.23E+14,SCOFAM,LPEL,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,SCOFAM,SCOMBRIDAE,MACKERELS
AUXIS SP,,8.23E+14,AUXISP,LPEL,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,AUXISP,AUXIS SP,
SCOMBER SP,,8.23E+14,SCOMSP,LPEL,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,SCOMSP,SCOMBER SP,
SCOMBER SCOMBRUS,ATLANTIC MACKEREL,8.23E+14,SCOSCO,SCOSCO,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,SCOSCO,SCOMBER SCOMBRUS,ATLANTIC MACKEREL
SCOMBER SCOMBRUS EGGS,ATLANTIC MACKEREL EGGS,8.23E+14,SCOEGG,FISEGG,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,FISEGG,FISH EGGS,FISH EGGS
THUNNUS THYNNUS,BLUEFIN TUNA,8.23E+14,THUTHY,LPEL,FISH,FISH,FISH,SCOFAM,SCOMBRIDAE,MACKERELS,THUTHY,THUNNUS THYNNUS,BLUEFIN TUNA
SCORPAENIDAE,"ROCKFISHES, SCORPIONFISHES",8.23E+14,SCRFAM,LDEM,FISH,FISH,FISH,SCRFAM,SCORPAENIDAE,"ROCKFISHES, SCORPIONFISHES",SCRFAM,SCORPAENIDAE,"ROCKFISHES, SCORPIONFISHES"
HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH,8.23E+14,HELDAC,LDEM,FISH,FISH,FISH,SCRFAM,SCORPAENIDAE,ROCKFISHES,HELDAC,HELICOLENUS DACTYLOPTERUS,BLACKBELLY ROSEFISH
SEBASTES FASCIATUS,ACADIAN REDFISH,8.23E+14,SEBFAS,SEBFAS,FISH,FISH,FISH,SCRFAM,SCORPAENIDAE,ROCKFISHES,SEBFAS,SEBASTES FASCIATUS,ACADIAN REDFISH
SEBASTES FASCIATUS EGGS,ACADIAN REDFISH EGGS,8.23E+14,SEBEGG,FISEGG,FISH,FISH,FISH,FISEGG,FISH EGGS,FISH EGGS,FISEGG,FISH EGGS,FISH EGGS
PERCICHTHYIDAE,TEMPERATE BASSES,8.23E+14,PERFAM,LDEM,FISH,FISH,FISH,PERFAM,PERCICHTHYIDAE,TEMPERATE BASSES,PERFAM,PERCICHTHYIDAE,TEMPERATE BASSES
MORONE SAXATILIS,STRIPED BASS,8.23E+14,MORSAX,LDEM,FISH,FISH,FISH,PERFAM,PERCICHTHYIDAE,TEMPERATE BASSES,MORSAX,MORONE SAXATILIS,STRIPED BASS
MORONE AMERICANA,WHITE PERCH,8.23E+14,MORAME,LDEM,FISH,FISH,FISH,PERFAM,PERCICHTHYIDAE,TEMPERATE BASSES,MORAME,MORONE AMERICANA,WHITE PERCH
SERRANIDAE,SEA BASSES,8.23E+14,SERFA2,LDEM,FISH,FISH,FISH,SERFA2,SERRANIDAE,SEA BASSES,SERFA2,SERRANIDAE,SEA BASSES
CENTROPRISTIS SP,,8.23E+14,CENTS1,LDEM,FISH,FISH,FISH,SERFA2,SERRANIDAE,SEA BASSES,CENTS1,CENTROPRISTES SP,
CENTROPRISTIS STRIATA,BLACK SEA BASS,8.23E+14,CENSTR,LDEM,FISH,FISH,FISH,SERFA2,SERRANIDAE,SEA BASSES,CENSTR,CENTROPRISTIS STRIATA,BLACK SEA BASS
DIPLECTRUM FORMOSUM,SANDPERCH,8.23E+14,DIPFOR,LDEM,FISH,FISH,FISH,SERFA3,SERRANIDAE,SEA BASSES,DIPFOR,DIPLECTRUM FORMOSUM,SANDPERCH
SPARIDAE,"PORGIES, PINFISHES",8.23E+14,SPAFAM,LDEM,FISH,FISH,FISH,SPAFAM,SPARIDAE,"PORGIES, PINFISHES",SPAFAM,SPARIDAE,"PORGIES, PINFISHES"
LAGODON RHOMBOIDES,PINFISH,8.23E+14,LAGRHO,LDEM,FISH,FISH,FISH,SPAFAM,SPARIDAE,"PORGIES, PINFISH",LAGRHO,LAGODON RHOMBOIDES,PINFISH
STENOTOMUS SP,,8.23E+14,STENS2,LDEM,FISH,FISH,FISH,SPAFAM,SPARIDAE,"PORGIES, PINFISH",STENS2,STENOTOMUS SP,
STENOTOMUS CHRYSOPS,SCUP,8.23E+14,STECHR,LDEM,FISH,FISH,FISH,SPAFAM,SPARIDAE,"PORGIES, PINFISH",STECHR,STENOTOMUS CHRYSOPS,SCUP
SPHYRAENA SP,BARRACUDAS,8.23E+14,SPHYSP,LPEL,FISH,FISH,FISH,SRHFAM,SPHYRAENIDAE,BARRACUDAS,SPHYSP,SPHYRAENA SP,BARRACUDAS
SPHYRAENA BOREALIS,NORTHERN SENNET,8.23E+14,SPHBOR,LPEL,FISH,FISH,FISH,SRHFAM,SPHYRAENIDAE,BARRACUDAS,SPHBOR,SPHYRAENA BOREALIS,NORTHERN SENNET
STICHAEIDAE,SHANNIES AND PRICKLEBACKS,8.23E+14,STIFAM,LDEM,FISH,FISH,FISH,STIFAM,STICHAEIDAE,SHANNIES AND PRICKLEBACKS,STIFAM,STICHAEIDAE,SHANNIES AND PRICKLEBACKS
LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY,8.23E+14,LUMLUM,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LUMLUM,LUMPENUS LUMPRETAEFORMIS,SNAKEBLENNY
LUMPENUS MACULATUS,DAUBED SHANNY,8.23E+14,LUMMAC,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,LUMMAC,LUMPENUS MACULATUS,DAUBED SHANNY
ULVARIA SUBBIFURCATA,RADIATED SHANNY,8.23E+14,ULVSUB,LDEM,FISH,FISH,FISH,OTHFIS,OTHER FISH,OTHER FISH,ULVSUB,ULVARIA SUBBIFURCATA,RADIATED SHANNY
STROMATEIDAE,BUTTERFISHES,8.23E+14,STRFAM,LPEL,FISH,FISH,FISH,STRFAM,STROMATEIDAE,BUTTERFISHES,STRFAM,STROMATEIDAE,BUTTERFISHES
ARIOMMA BONDI,SILVER RAG,8.23E+14,ARIBON,LPEL,FISH,FISH,FISH,STRFAM,STROMATEIDAE,BUTTERFISH,ARIBON,ARIOMMA BONDI,SILVER RAG
PEPRILUS TRIACANTHUS,BUTTERFISH,8.23E+14,PEPTRI,LPEL,FISH,FISH,FISH,STRFAM,STROMATEIDAE,BUTTERFISH,PEPTRI,PEPRILUS TRIACANTHUS,BUTTERFISH
PEPRILUS TRIACANTHUS OTOLITHS,BUTTERFISH OTOLITHS,8.23E+14,PEPTR1,LPEL,FISH,FISH,FISH,STRFAM,STROMATEIDAE,BUTTERFISH,PEPTRI,PEPRILUS TRIACANTHUS,BUTTERFISH
PEPRILUS ALEPIDOTUS,HARVESTFISH,8.23E+14,PEPALE,LPEL,FISH,FISH,FISH,STRFAM,STROMATEIDAE,BUTTERFISH,PEPALE,PEPRILUS ALEPIDOTUS,HARVESTFISH
TRIGLIDAE,SEAROBINS,8.23E+14,TRIFA1,SDEM,FISH,FISH,FISH,TRIFA1,TRIGLIDAE,SEAROBINS,TRIFA1,TRIGLIDAE,SEAROBINS
PERISTEDION MINIATUM,ARMORED SEAROBIN,8.23E+14,PERMIN,LDEM,FISH,FISH,FISH,TRIFA1,TRIGLIDAE,SEAROBINS,PERMIN,PERISTEDION MINIATUM,ARMORED SEAROBIN
PRIONOTUS SP,,8.23E+14,PRIOS1,LDEM,FISH,FISH,FISH,TRIFA1,TRIGLIDAE,SEAROBINS,PRIOS1,PRIONOTUS SP,
PRIONOTUS CAROLINUS,NORTHERN SEAROBIN,8.23E+14,PRICAR,LDEM,FISH,FISH,FISH,TRIFA1,TRIGLIDAE,SEAROBINS,PRICAR,PRIONOTUS CAROLINUS,NORTHERN SEAROBIN
