,time,bt
186,2008-07-01,6.463171852794987
187,2008-08-01,6.746661119085908
188,2008-09-01,6.875062552544888
189,2008-10-01,6.919925129931906
190,2008-11-01,7.072596536660046
191,2008-12-01,7.052578667429416
192,2009-01-01,6.832689961291248
193,2009-02-01,6.546997289233079
194,2009-03-01,6.490928153813996
195,2009-04-01,6.26204690627183
196,2009-05-01,6.418592080566453
197,2009-06-01,6.550119649796259
198,2009-07-01,6.379423754062218
199,2009-08-01,6.1733991696227415
200,2009-09-01,6.594668339991915
201,2009-10-01,6.9232582838638965
202,2009-11-01,7.270478550691783
203,2009-12-01,7.190198571045206
204,2010-01-01,6.906126213369903
205,2010-02-01,6.933614870776301
206,2010-03-01,6.246403239775395
207,2010-04-01,6.568303372795784
208,2010-05-01,7.006741760680394
209,2010-06-01,7.51677013529507
210,2010-07-01,8.032454827310628
211,2010-08-01,8.258191709933074
212,2010-09-01,8.000802770658062
213,2010-10-01,8.096703695214313
214,2010-11-01,8.25362645863993
215,2010-12-01,8.317264937959596
216,2011-01-01,8.083817673025663
217,2011-02-01,7.873832892680514
218,2011-03-01,7.765864854520399
219,2011-04-01,7.853404836131426
220,2011-05-01,7.638051818369832
221,2011-06-01,7.676734109842999
222,2011-07-01,7.862858363066648
223,2011-08-01,8.031773939389373
224,2011-09-01,8.247672122951373
225,2011-10-01,8.439972100050554
226,2011-11-01,8.471289762552233
227,2011-12-01,8.55583778227338
228,2012-01-01,8.48321358905816
229,2012-02-01,8.214195029829353
230,2012-03-01,8.080638453086712
231,2012-04-01,7.787192172885682
232,2012-05-01,7.7855589676100765
233,2012-06-01,7.953639731397293
234,2012-07-01,8.107084534923482
235,2012-08-01,8.331642383867663
236,2012-09-01,8.49049407058621
237,2012-10-01,8.63418051717691
238,2012-11-01,8.920771695071865
239,2012-12-01,8.948460512773345
240,2013-01-01,8.568041403594718
241,2013-02-01,8.092248368707503
242,2013-03-01,7.5632636453300774
243,2013-04-01,7.246680937445189
244,2013-05-01,7.002899077121269
245,2013-06-01,7.077101900957633
246,2013-07-01,7.417724103907868
247,2013-08-01,8.175960057517264
248,2013-09-01,9.163103817906192
249,2013-10-01,9.730960386880437
250,2013-11-01,9.587543863687456
251,2013-12-01,9.249994741463514
252,2014-01-01,8.779019454991595
253,2014-02-01,8.477836283590976
254,2014-03-01,7.840490005524756
255,2014-04-01,7.43606780676121
256,2014-05-01,7.379718891335323
257,2014-06-01,7.113737756667917
258,2014-07-01,6.972864321299961
259,2014-08-01,7.604891642280247
260,2014-09-01,8.189940197867637
261,2014-10-01,8.661092927490456
262,2014-11-01,8.962668874002144
263,2014-12-01,9.006751234240166
264,2015-01-01,9.133979687779586
265,2015-02-01,8.287321932814383
266,2015-03-01,7.663183908161416
267,2015-04-01,7.3975053008792315
268,2015-05-01,7.2840954869923875
269,2015-06-01,7.467230821988597
270,2015-07-01,7.732696357227507
271,2015-08-01,8.276602924240303
272,2015-09-01,8.702969609827235
273,2015-10-01,8.696233546511728
274,2015-11-01,8.494756045055192
275,2015-12-01,8.458281692757616
276,2016-01-01,8.153570474798387
277,2016-02-01,7.752153142885638
278,2016-03-01,7.980387609197487
279,2016-04-01,8.031301580847668
280,2016-05-01,7.955074300430329
281,2016-06-01,8.009908303957795
282,2016-07-01,8.252768135465697
283,2016-08-01,8.875061406852296
284,2016-09-01,9.346129186405157
285,2016-10-01,9.620492502769329
286,2016-11-01,9.458573801423698
287,2016-12-01,9.233849138947008
288,2017-01-01,8.903262022859561
289,2017-02-01,8.348909417541378
290,2017-03-01,7.72437104082996
291,2017-04-01,7.269553520171045
292,2017-05-01,7.527034196053973
293,2017-06-01,7.791570157491396
294,2017-07-01,8.205169135739345
295,2017-08-01,8.481334722807196
296,2017-09-01,8.699303604307628
297,2017-10-01,8.88531636303256
298,2017-11-01,9.110138101360565
299,2017-12-01,9.244050271269204
300,2018-01-01,9.213460503898052
301,2018-02-01,9.025800091386088
302,2018-03-01,8.171415262093948
303,2018-04-01,7.917292760766071
304,2018-05-01,7.917578613289148
305,2018-06-01,8.150515583484562
306,2018-07-01,8.149491235582971
307,2018-08-01,8.459434937246098
308,2018-09-01,8.79602112681229
309,2018-10-01,8.876152497147428
310,2018-11-01,8.686679941773662
311,2018-12-01,8.547642911689868
312,2019-01-01,8.35671000994017
313,2019-02-01,8.006669156052805
314,2019-03-01,7.795358990783771
315,2019-04-01,7.759979512627327
316,2019-05-01,7.896525017469813
317,2019-06-01,8.030137698102441
318,2019-07-01,8.38088673933199
319,2019-08-01,8.838014584890804
320,2019-09-01,9.329698467846983
321,2019-10-01,9.671347295275385
322,2019-11-01,9.64545320329212
323,2019-12-01,9.416879822255169
324,2020-01-01,9.180875076763872
325,2020-02-01,9.130267425353482
326,2020-03-01,8.85184914132823
327,2020-04-01,8.618963721376028
328,2020-05-01,8.718162904861797
329,2020-06-01,8.880840592749617
330,2020-07-01,9.15362072632673
331,2020-08-01,9.218142517851993
332,2020-09-01,9.330033631058214
333,2020-10-01,9.425337040152856
334,2020-11-01,9.283834283643134
335,2020-12-01,9.137092193461353
336,2021-01-01,9.094566450849577
337,2021-02-01,8.879972423579135
338,2021-03-01,9.346275536663537
339,2021-04-01,9.296176642858217
340,2021-05-01,9.424073858043915
341,2021-06-01,9.526028408520464
